Wall time,Step,Value
1757244084.9133947,49,1.7507281303405762
1757244114.643797,99,1.9748189449310303
1757244144.3982503,149,1.643257975578308
1757244186.1232705,199,1.5226900577545166
1757244221.043325,249,1.114877700805664
1757244250.823207,299,1.378607988357544
1757244280.5505116,349,1.3255481719970703
1757244319.547955,399,1.091569185256958
1757244354.6020784,449,1.0060523748397827
1757244396.361992,499,1.0270094871520996
1757244434.9953718,549,0.7627990245819092
1757244483.7385318,599,0.890355110168457
1757244521.9286041,649,0.9024344086647034
1757244551.949379,699,0.7711308002471924
1757244582.050394,749,0.6414613723754883
1757244622.3203425,799,0.680992841720581
1757244657.6160245,849,0.5206436514854431
1757244687.2691548,899,0.5427261590957642
1757244717.1288986,949,0.5475058555603027
1757244757.7288423,999,0.5640649795532227
1757244792.6389327,1049,0.5707648992538452
1757244822.543685,1099,0.5131675601005554
1757244852.3513565,1149,0.6010816693305969
1757244890.5310254,1199,0.5670434236526489
1757244924.8353584,1249,0.4550513029098511
1757244954.466693,1299,0.5705106258392334
1757244984.0569532,1349,0.6145957112312317
1757245024.7339447,1399,0.5026059746742249
1757245059.8772976,1449,0.5448259711265564
1757245089.563961,1499,0.5913068056106567
1757245119.4716833,1549,0.5843901634216309
1757245160.0332563,1599,0.5956647396087646
1757245210.0703707,1649,0.5842196345329285
1757245252.8779762,1699,0.6328365206718445
1757245294.7950666,1749,0.6166217923164368
1757245347.4310749,1799,0.660689651966095
1757245382.9473498,1849,0.5212060213088989
1757245412.8466437,1899,0.5316294431686401
1757245442.842911,1949,0.5714107751846313
1757245482.027124,1999,0.6319193243980408
1757245516.609529,2049,0.5926815867424011
1757245553.763948,2099,0.5807911157608032
1757245593.4490485,2149,0.6859208941459656
1757245639.033314,2199,0.5669652819633484
1757245675.9190812,2249,0.5742480754852295
1757245710.6761715,2299,0.53606778383255
1757245748.6961708,2349,0.537204384803772
1757245800.923415,2399,0.5300238132476807
1757245842.3283956,2449,0.6570577621459961
1757245874.453775,2499,0.6421797871589661
1757245904.3505905,2549,0.7070375680923462
1757245944.4266047,2599,0.6713029146194458
1757245979.845112,2649,0.7030401229858398
1757246009.5981233,2699,0.6594353914260864
1757246043.4372056,2749,0.5537376403808594
1757246086.6230407,2799,0.5893085598945618
1757246122.3274844,2849,0.6477473974227905
1757246152.9460123,2899,0.6009650230407715
1757246182.9341307,2949,0.7155771255493164
1757246222.2290175,2999,0.6846954226493835
1757246257.0179229,3049,0.7004592418670654
1757246286.7509172,3099,0.6982885003089905
1757246320.3768134,3149,0.7893290519714355
1757246368.5268357,3199,0.6924355030059814
1757246406.0500972,3249,0.6502365469932556
1757246447.0343451,3299,0.6826275587081909
1757246485.8484206,3349,0.758730411529541
1757246530.8280134,3399,0.6238043308258057
1757246570.1340954,3449,0.6608185768127441
1757246600.4530728,3499,0.769465446472168
1757246630.5446002,3549,0.7338293194770813
1757246670.9203224,3599,0.7094284296035767
1757246705.8646152,3649,0.6892410516738892
1757246738.5045307,3699,0.7067030668258667
1757246777.4554276,3749,0.6399505734443665
1757246834.227398,3799,0.7341387271881104
1757246871.240663,3849,0.6791845560073853
1757246901.243024,3899,0.8098087310791016
1757246931.2230875,3949,0.7394337058067322
1757246970.7272177,3999,0.861045777797699
1757247005.5160804,4049,0.8778420686721802
1757247040.8826594,4099,0.8342201113700867
1757247085.8318202,4149,0.7402970790863037
1757247140.0310535,4199,0.81947922706604
1757247181.6306872,4249,0.7513761520385742
1757247220.5573883,4299,0.8749731779098511
1757247252.1434793,4349,0.937125563621521
1757247292.8226626,4399,0.8987690210342407
1757247328.3868356,4449,0.9264028072357178
1757247369.1691816,4499,0.935143232345581
1757247423.5493393,4549,0.9687129855155945
1757247489.5259569,4599,0.8518589735031128
1757247531.2599456,4649,0.9124801754951477
1757247567.0426052,4699,0.8696638941764832
1757247596.9955027,4749,0.7789917588233948
1757247643.9212427,4799,0.7183786630630493
1757247683.3169832,4849,0.987423300743103
1757247726.210838,4899,0.9616860151290894
1757247758.094448,4949,0.9710695743560791
1757247813.426604,4999,0.7852563858032227
1757247849.9541507,5049,0.7700397968292236
1757247879.9911673,5099,0.7466555833816528
1757247910.051778,5149,0.8934465646743774
1757247952.5314605,5199,0.7819247245788574
1757247994.5282097,5249,0.7125855088233948
1757248031.950019,5299,0.6503057479858398
1757248065.4437664,5349,0.568243682384491
1757248108.9356272,5399,0.6231734156608582
1757248143.6302223,5449,0.5703980922698975
1757248173.4249513,5499,0.5767993927001953
1757248203.4392426,5549,0.5812804698944092
1757248245.532737,5599,0.6267690062522888
1757248282.8405616,5649,0.6600589752197266
