Wall time,Step,Value
1757244084.9134777,49,0.9959999918937683
1757244114.6438656,99,0.9959999918937683
1757244144.3982923,149,0.9960000514984131
1757244186.1233418,199,0.9960000514984131
1757244221.0433676,249,0.9960001111030579
1757244250.8232718,299,0.9960001111030579
1757244280.550594,349,0.9960001707077026
1757244319.5479732,399,0.9960002303123474
1757244354.6021333,449,0.9960002899169922
1757244396.3620603,499,0.996000349521637
1757244434.995446,549,0.9960004687309265
1757244483.7386148,599,0.9960005283355713
1757244521.9287105,649,0.9960006475448608
1757244551.9494567,699,0.9960007071495056
1757244582.0504425,749,0.9960008263587952
1757244622.3204057,799,0.9960009455680847
1757244657.61611,849,0.9960010647773743
1757244687.2692456,899,0.9960011839866638
1757244717.128979,949,0.9960013628005981
1757244757.7288907,999,0.9960014820098877
1757244792.6390324,1049,0.9960016012191772
1757244822.5437324,1099,0.9960017800331116
1757244852.3514013,1149,0.9960019588470459
1757244890.5310497,1199,0.9960021376609802
1757244924.8354428,1249,0.9960023164749146
1757244954.4667327,1299,0.9960024952888489
1757244984.056992,1349,0.9960026741027832
1757245024.7340095,1399,0.9960029125213623
1757245059.8773775,1449,0.9960030913352966
1757245089.5640016,1499,0.9960033297538757
1757245119.471736,1549,0.9960035681724548
1757245160.0332887,1599,0.9960038065910339
1757245210.070417,1649,0.9960159063339233
1757245252.8780186,1699,0.9960164427757263
1757245294.7950985,1749,0.9960169196128845
1757245347.431102,1799,0.9960173964500427
1757245382.947413,1849,0.9960179328918457
1757245412.8467078,1899,0.9960184693336487
1757245442.8429816,1949,0.9960190057754517
1757245482.0271416,1999,0.9960194826126099
1757245516.6095676,2049,0.9960200786590576
1757245553.7639868,2099,0.9960206151008606
1757245593.4490802,2149,0.9960211515426636
1757245639.0333452,2199,0.9960216879844666
1757245675.919111,2249,0.9960222840309143
1757245710.676202,2299,0.9960228800773621
1757245748.6962006,2349,0.996023416519165
1757245800.9234428,2399,0.9960240125656128
1757245842.3284218,2449,0.9960246086120605
1757245874.45381,2499,0.9960252642631531
1757245904.350618,2549,0.9960258603096008
1757245944.4266765,2599,0.9960264563560486
1757245979.8451483,2649,0.9960271120071411
1757246009.598156,2699,0.9960277676582336
1757246043.4372346,2749,0.9960283637046814
1757246086.6231208,2799,0.9960290193557739
1757246122.3275154,2849,0.9960296750068665
1757246152.946048,2899,0.996030330657959
1757246182.9341607,2949,0.9960310459136963
1757246222.2290366,2999,0.9960317015647888
1757246257.01799,3049,0.9960324168205261
1757246286.7509515,3099,0.9960330724716187
1757246320.3768451,3149,0.996033787727356
1757246368.5268636,3199,0.9960345029830933
1757246406.0501354,3249,0.9960352182388306
1757246447.0343869,3299,0.9960635304450989
1757246485.8484578,3349,0.9960644841194153
1757246530.84071,3399,0.9960654377937317
1757246570.1341481,3449,0.9960664510726929
1757246600.4531054,3499,0.9960674047470093
1757246630.544656,3549,0.9960684180259705
1757246670.9203568,3599,0.9960694313049316
1757246705.8646722,3649,0.9960704445838928
1757246738.5045712,3699,0.996071457862854
1757246777.4554868,3749,0.9960724711418152
1757246834.227426,3799,0.9960734844207764
1757246871.2406936,3849,0.9960744976997375
1757246901.2430553,3899,0.9960755705833435
1757246931.2231264,3949,0.9960766434669495
1757246970.7272458,3999,0.9960776567459106
1757247005.516119,4049,0.9960787296295166
1757247040.8826888,4099,0.9960798025131226
1757247085.8318536,4149,0.9960808753967285
1757247140.0311246,4199,0.9960820078849792
1757247181.6307437,4249,0.9960830807685852
1757247220.557438,4299,0.9960842132568359
1757247252.143522,4349,0.9960852861404419
1757247292.8226926,4399,0.9960864186286926
1757247328.3868861,4449,0.9960875511169434
1757247369.1692147,4499,0.9960886836051941
1757247423.5493817,4549,0.9960898160934448
1757247489.7578647,4599,0.9960909485816956
1757247531.2599866,4649,0.9960920810699463
1757247567.0426514,4699,0.9960932731628418
1757247596.9955432,4749,0.9960944056510925
1757247643.9212751,4799,0.996095597743988
1757247683.3170183,4849,0.9960967898368835
1757247726.2108693,4899,0.9961405396461487
1757247758.0944853,4949,0.9961419701576233
1757247813.4266353,4999,0.9961434006690979
1757247849.954189,5049,0.9961448311805725
1757247879.9911966,5099,0.9961462616920471
1757247910.0518131,5149,0.9961476922035217
1757247952.5315113,5199,0.9961491823196411
1757247994.5282419,5249,0.9961506128311157
1757248031.9500499,5299,0.9961521029472351
1757248065.4437945,5349,0.9961535930633545
1757248108.9356484,5399,0.9961550235748291
1757248143.6302533,5449,0.9961565136909485
1757248173.4249856,5499,0.9961580634117126
1757248203.4392715,5549,0.996159553527832
1757248245.5328035,5599,0.9961610436439514
1757248282.8406038,5649,0.9961625933647156
1757248320.0032966,5699,0.996164083480835
1757248363.9281886,5749,0.9961656332015991
1757248415.0245082,5799,0.9961671829223633
1757248453.3020997,5849,0.9961687326431274
1757248484.0542169,5899,0.9961702823638916
1757248514.0414329,5949,0.9961718320846558
1757248555.2294202,5999,0.9961733818054199
1757248590.6784818,6049,0.9961749315261841
1757248626.9143016,6099,0.996176540851593
1757248659.192961,6149,0.9961780905723572
1757248701.7360198,6199,0.9961796998977661
1757248738.943625,6249,0.996181309223175
1757248768.8434892,6299,0.996182918548584
1757248798.8536565,6349,0.9961845278739929
1757248837.2253428,6399,0.9961861371994019
1757248871.1345596,6449,0.9961877465248108
1757248900.7489855,6499,0.9961894154548645
1757248938.4271448,6549,0.996248185634613
1757248982.1406147,6599,0.9962500333786011
1757249017.584704,6649,0.9962518811225891
1757249047.129715,6699,0.9962537884712219
1757249077.0492017,6749,0.99625563621521
1757249116.9288397,6799,0.9962575435638428
1757249151.6232975,6849,0.9962594509124756
1757249181.2333689,6899,0.9962612986564636
1757249211.184129,6949,0.9962632060050964
1757249260.2223856,6999,0.996265172958374
1757249295.648341,7049,0.9962670803070068
1757249325.4379258,7099,0.9962689876556396
1757249355.3474348,7149,0.9962708950042725
1757249394.3261712,7199,0.99627286195755
1757249429.2492316,7249,0.9962748289108276
1757249459.046694,7299,0.9962767362594604
1757249488.8841317,7349,0.996278703212738
1757249530.7232752,7399,0.9962806701660156
1757249566.9017375,7449,0.9962826371192932
1757249599.0573988,7499,0.9962846040725708
1757249629.0943089,7549,0.9962866306304932
1757249667.7274892,7599,0.9962885975837708
1757249702.0472326,7649,0.9962905645370483
1757249731.8312664,7699,0.9962925910949707
1757249761.4713085,7749,0.9962946176528931
1757249802.3317401,7799,0.9962965846061707
1757249837.097109,7849,0.996298611164093
1757249866.683451,7899,0.9963006377220154
1757249896.5523067,7949,0.9963027238845825
1757249935.0222204,7999,0.9963047504425049
1757249969.340965,8049,0.9963067770004272
1757249999.3392296,8099,0.9963088035583496
1757250029.167867,8149,0.9963108897209167
1757250076.638945,8199,0.9963837265968323
1757250111.6912403,8249,0.9963859915733337
1757250141.3211627,8299,0.9963882565498352
1757250170.9062817,8349,0.9963905811309814
1757250211.3239336,8399,0.9963928461074829
1757250246.8496163,8449,0.9963951706886292
1757250276.8481321,8499,0.9963974356651306
1757250306.6948478,8549,0.9963997602462769
1757250347.4236455,8599,0.9964020848274231
1757250383.0826192,8649,0.9964044094085693
1757250412.6753597,8699,0.9964067339897156
1757250442.25041,8749,0.9964090585708618
1757250481.2362537,8799,0.9964113831520081
1757250515.6415265,8849,0.9964137077331543
1757250545.6421676,8899,0.9964160919189453
1757250575.5460267,8949,0.9964184165000916
1757250615.4340184,8999,0.9964208006858826
1757250651.0969539,9049,0.9964231252670288
1757250680.6853218,9099,0.9964255094528198
1757250710.3604054,9149,0.9964278936386108
1757250750.330762,9199,0.9964302778244019
1757250785.113112,9249,0.9964326620101929
1757250814.6765077,9299,0.9964350461959839
1757250844.3045485,9349,0.9964374303817749
1757250882.9405916,9399,0.9964398741722107
1757250917.5530539,9449,0.9964422583580017
1757250947.4164405,9499,0.9964447021484375
1757250977.1012304,9549,0.9964470863342285
1757251017.4280427,9599,0.9964495301246643
1757251052.4106174,9649,0.9964519739151001
1757251081.9821284,9699,0.9964544177055359
1757251111.6338763,9749,0.9964568614959717
1757251154.1385128,9799,0.9965424537658691
1757251188.2195673,9849,0.9965450763702393
1757251218.2459908,9899,0.9965476989746094
1757251248.1572037,9949,0.9965503811836243
1757251288.6252306,9999,0.9965530037879944
1757251323.9105048,10049,0.9965556859970093
1757251353.5913043,10099,0.9965583682060242
1757251383.1919386,10149,0.9965609908103943
1757251423.9220104,10199,0.9965636730194092
1757251459.0530658,10249,0.9965663552284241
1757251488.952596,10299,0.996569037437439
1757251518.9486344,10349,0.9965717792510986
1757251559.3212893,10399,0.9965744614601135
1757251593.9768765,10449,0.9965771436691284
1757251623.5907617,10499,0.9965798854827881
1757251653.2083182,10549,0.996582567691803
1757251693.9232025,10599,0.9965853095054626
1757251729.133179,10649,0.9965879917144775
1757251758.9473772,10699,0.9965907335281372
1757251788.8425689,10749,0.9965934753417969
1757251826.9282138,10799,0.9965962171554565
1757251861.5022275,10849,0.9965989589691162
1757251891.195843,10899,0.9966017007827759
1757251920.872268,10949,0.9966045022010803
1757251961.5226512,10999,0.99660724401474
1757251996.2842495,11049,0.9966099858283997
1757252026.0350082,11099,0.9966127872467041
1757252055.7256541,11149,0.9966155290603638
1757252096.3225207,11199,0.9966183304786682
1757252131.6174843,11249,0.9966211318969727
1757252161.2455847,11299,0.9966239333152771
1757252190.8410182,11349,0.9966266751289368
1757252230.7368643,11399,0.9966294765472412
1757252272.6821804,11449,0.9967266321182251
1757252302.2835443,11499,0.9967296123504639
1757252331.9022186,11549,0.9967325925827026
1757252372.0312083,11599,0.9967355728149414
1757252407.0099185,11649,0.9967385530471802
1757252436.6050005,11699,0.996741533279419
1757252466.209831,11749,0.9967445135116577
1757252506.5251749,11799,0.9967475533485413
1757252541.3198006,11849,0.99675053358078
1757252571.1590059,11899,0.9967535734176636
1757252601.1333373,11949,0.9967565536499023
1757252640.2292142,11999,0.9967595934867859
1757252674.811536,12049,0.9967625737190247
1757252704.5469162,12099,0.9967656135559082
1757252734.2494192,12149,0.9967686533927917
1757252774.638308,12199,0.9967716932296753
1757252809.471992,12249,0.9967747330665588
1757252839.3427765,12299,0.9967777729034424
1757252869.2446005,12349,0.9967808127403259
1757252907.530733,12399,0.9967839121818542
1757252941.8490646,12449,0.9967869520187378
1757252971.7029514,12499,0.9967899918556213
1757253001.5628538,12549,0.9967930912971497
1757253041.9286335,12599,0.9967961311340332
1757253076.7408023,12649,0.9967992305755615
1757253106.3217688,12699,0.9968023300170898
1757253135.919543,12749,0.9968053698539734
1757253175.925763,12799,0.9968084692955017
1757253210.8553905,12849,0.99681156873703
1757253240.4618092,12899,0.9968146681785583
1757253270.4673505,12949,0.9968177676200867
1757253309.4312158,12999,0.996820867061615
1757253343.7193582,13049,0.9968239665031433
1757253400.1729329,13099,0.9969311356544495
1757253436.1714416,13149,0.9969344139099121
1757253480.12753,13199,0.99693763256073
1757253516.1312447,13249,0.9969409108161926
1757253545.974294,13299,0.9969441890716553
1757253575.8424,13349,0.9969474673271179
1757253614.6287568,13399,0.9969507455825806
1757253649.3496263,13449,0.9969540238380432
1757253679.0359259,13499,0.9969573020935059
1757253708.6835868,13549,0.9969605803489685
1757253748.0211408,13599,0.9969638586044312
1757253783.745563,13649,0.9969671964645386
1757253813.3059137,13699,0.9969704747200012
1757253842.9305608,13749,0.9969737529754639
1757253883.0378397,13799,0.9969770908355713
1757253918.212569,13849,0.9969803690910339
1757253947.793088,13899,0.9969837069511414
1757253977.4099622,13949,0.9969870448112488
1757254018.8308976,13999,0.9969903230667114
1757254054.5322094,14049,0.9969936609268188
1757254084.1295428,14099,0.9969969987869263
1757254113.7848296,14149,0.9970003366470337
1757254152.3220844,14199,0.9970036745071411
1757254186.9577959,14249,0.9970070123672485
1757254216.9579926,14299,0.997010350227356
1757254246.6229997,14349,0.9970136880874634
1757254287.828859,14399,0.9970170259475708
1757254323.2243786,14449,0.997020423412323
1757254352.7948747,14499,0.9970237612724304
1757254382.429775,14549,0.9970270991325378
1757254421.5299182,14599,0.99703049659729
1757254455.9612527,14649,0.9970338344573975
1757254489.3388488,14699,0.9971492290496826
1757254519.1988873,14749,0.9971526861190796
1757254559.8205452,14799,0.9971562027931213
1757254595.2794192,14849,0.9971596598625183
1757254624.9248455,14899,0.9971631765365601
1757254654.5541124,14949,0.9971666932106018
1757254694.7322223,14999,0.9971701502799988
1757254730.1180615,15049,0.9971736669540405
1757254760.1538465,15099,0.9971771836280823
1757254790.04662,15149,0.997180700302124
1757254831.4257421,15199,0.9971842169761658
1757254866.82252,15249,0.9971877336502075
1757254896.4606786,15299,0.9971912503242493
1757254926.1069334,15349,0.997194766998291
1757254966.8271816,15399,0.9971982836723328
1757255001.437639,15449,0.9972018003463745
1757255031.4435666,15499,0.997205376625061
1757255061.442991,15549,0.9972088932991028
1757255100.9260585,15599,0.9972124099731445
1757255135.3644955,15649,0.997215986251831
1757255164.9829447,15699,0.9972195029258728
1757255194.5911143,15749,0.9972230792045593
1757255235.2290652,15799,0.9972265958786011
1757255273.096346,15849,0.9972301721572876
1757255303.960235,15899,0.9972336888313293
1757255333.9583235,15949,0.9972372651100159
1757255373.3222766,15999,0.9972408413887024
1757255408.1532698,16049,0.9972444176673889
1757255437.868702,16099,0.9972479343414307
1757255467.5953512,16149,0.9972515106201172
1757255508.2226214,16199,0.9972550868988037
1757255543.568862,16249,0.9972586631774902
1757255573.444073,16299,0.9972622394561768
1757255607.9423418,16349,0.9973840713500977
1757255647.2294574,16399,0.9973877668380737
1757255682.1407337,16449,0.997391402721405
1757255711.8317926,16499,0.9973950982093811
1757255741.5369556,16549,0.9973987340927124
1757255782.027227,16599,0.9974024295806885
1757255817.075782,16649,0.9974061250686646
1757255846.7658625,16699,0.9974097609519958
1757255876.430769,16749,0.9974134564399719
1757255916.6230178,16799,0.997417151927948
1757255951.1324592,16849,0.9974208474159241
1757255980.9739764,16899,0.9974245429039001
1757256010.7274292,16949,0.9974281787872314
1757256051.8241568,16999,0.9974318742752075
1757256087.9432638,17049,0.9974355697631836
1757256117.568165,17099,0.9974392652511597
1757256147.437835,17149,0.9974429607391357
1757256186.3242471,17199,0.9974466562271118
1757256220.7427053,17249,0.9974503517150879
1757256250.74714,17299,0.9974541068077087
1757256280.4477763,17349,0.9974578022956848
1757256321.2324097,17399,0.9974614977836609
1757256356.3929222,17449,0.997465193271637
1757256386.0497653,17499,0.997468888759613
1757256415.732829,17549,0.9974726438522339
1757256456.140751,17599,0.99747633934021
1757256491.1335223,17649,0.997480034828186
1757256520.7295284,17699,0.9974837899208069
1757256550.31518,17749,0.997487485408783
1757256590.9352021,17799,0.9974912405014038
1757256626.331103,17849,0.9974949359893799
1757256655.9637086,17899,0.9974986910820007
1757256685.6800842,17949,0.9975023865699768
1757256734.1360705,17999,0.9976288080215454
1757256769.70516,18049,0.9976325631141663
1757256799.326547,18099,0.9976363778114319
1757256828.889555,18149,0.9976401329040527
1757256869.9319577,18199,0.9976439476013184
1757256905.126135,18249,0.9976477026939392
1757256934.7559896,18299,0.9976515173912048
1757256964.3376768,18349,0.9976553320884705
1757257004.6387177,18399,0.9976590871810913
1757257039.96739,18449,0.9976629018783569
1757257069.6083145,18499,0.9976667165756226
1757257099.2264395,18549,0.9976704716682434
1757257141.1301575,18599,0.997674286365509
1757257176.7503378,18649,0.9976781010627747
1757257206.3473794,18699,0.9976818561553955
1757257235.987746,18749,0.9976856708526611
1757257277.4310517,18799,0.9976894855499268
1757257313.6273215,18849,0.9976933002471924
1757257343.3078744,18899,0.997697114944458
1757257373.0548794,18949,0.9977009296417236
1757257419.239264,18999,0.9977046847343445
1757257454.793508,19049,0.9977084994316101
1757257489.1654663,19099,0.9977123141288757
1757257519.5783987,19149,0.9977161288261414
1757257560.325608,19199,0.997719943523407
1757257596.299238,19249,0.9977237582206726
1757257625.9413068,19299,0.9977275729179382
1757257655.5779054,19349,0.9977313876152039
1757257696.1279023,19399,0.9977352023124695
1757257731.5651965,19449,0.9977390170097351
